date,op,hi,lo,cl
20110525,24690,25200,24590,25140
20110526,25160,25340,25030,25130
20110527,25310,25370,25230,25270
20110530,25320,25360,25210,25260
20110531,25420,25560,25370,25420
20110601,25960,25960,24940,25220
20110602,24960,25000,24720,24760
20110603,24820,24820,24450,24700
20110606,24570,24650,24400,24540
20110607,24430,24680,24430,24580
20110608,24310,24390,24230,24360
20110609,24410,24630,24320,24540
20110610,24520,24530,24170,24280
20110613,24300,24410,24200,24340
20110614,24430,24650,24430,24550
20110615,24490,24510,24170,24300
20110616,24360,24360,24020,24250
20110617,23970,24420,23970,24330
20110620,24140,24270,24000,24200
20110621,24220,24580,24220,24560
20110622,24530,24600,24350,24450
20110623,24300,24340,24000,24070
20110624,24380,24380,23930,24010
20110627,23850,24130,23850,24030
20110628,24030,24250,23970,24130
20110629,24160,24550,24160,24490
20110630,24570,24830,24440,24740
20110701,24790,25010,24670,24910
20110704,25060,25060,24880,24970
20110705,24970,25110,24920,25000
20110706,25130,25130,24850,24940
20110707,25140,25320,24990,25070
20110708,25250,25250,24840,24880
20110711,24760,24810,24440,24560
20110712,24250,24460,23930,24450
20110713,24320,24560,24260,24540
20110714,24330,24480,24170,24390
20110715,24270,24420,24190,24310
20110718,24180,24210,23810,23920
20110719,23920,24180,23920,24040
20110720,24170,24380,24130,24370
20110721,24410,24790,24150,24650
20110722,24810,24890,24640,24760
20110725,24650,24760,24540,24660
20110726,24630,24690,24480,24630
20110727,24530,24570,24250,24360
20110728,24090,24470,24080,24410
20110729,24060,24370,23940,24280
20110801,24580,24620,23730,23950
20110802,23740,24010,23440,23640
20110803,23250,23560,22990,23160
20110804,23430,23430,21980,22440
20110805,21970,22530,21560,22010
20110808,21360,22210,20490,21280
20110809,20530,21510,19960,21410
20110810,21460,21830,20240,20300
20110811,20740,21260,19830,20850
20110812,21010,21760,20570,21590
20110815,21800,21810,21520,21600
20110816,21490,21900,21200,21700
20110817,21650,21920,21450,21790
20110818,21550,21560,20560,20760
20110819,20660,20720,20000,20440
20110822,20060,20980,20060,20580
20110823,20730,21040,20570,20760
20110824,20990,21210,20680,21010
20110825,21190,21240,20650,20780
20110826,20770,20780,20170,20570
20110829,20940,21110,20710,20940
20110830,21130,21270,20780,21000
20110831,21140,21640,20970,21500
20110901,21620,21860,21410,21640
20110902,21480,21550,20910,21110
20110905,20800,20800,20050,20330
20110906,20260,20410,19850,20110
20110907,20630,20630,20480,20630
20110908,20680,20900,20680,20830
20110909,20690,20690,20360,20360
20110912,19970,19970,19540,19790
20110913,20100,20100,19510,19980
20110914,19710,20550,19440,20240
20110915,20420,20830,20340,20650
20110916,20890,21050,20700,20800
20110919,20730,20730,20260,20420
20110920,20350,20800,20220,20780
20110921,20750,20790,20120,20370
20110922,19900,19980,19310,19480
20110923,19610,19770,19080,19700
20110926,19520,20450,19450,20110
20110927,20650,21110,20520,20970
20110928,20800,21180,20600,20840
20110929,20740,21210,20720,20980
20110930,20980,20980,20540,20730
20111003,20480,20670,20250,20600
20111004,20360,20470,19830,20110
20111005,20550,20870,20320,20720
20111006,20880,21360,20780,21200
20111007,21290,21630,21220,21420
20111010,21730,21800,21400,21700
20111011,21780,21800,21490,21630
20111012,21580,22060,21510,21970
20111013,21930,21990,21650,21730
20111014,21970,22100,21700,21890
20111017,22060,22240,21590,21780
20111018,21550,22030,21450,21640
20111019,21860,21900,21580,21790
20111020,21560,21820,21470,21520
20111021,21700,22060,21600,22020
20111024,22160,22220,21970,22210
20111025,22050,22280,21900,22040
20111026,22070,22300,21920,22070
20111027,22550,23080,22500,22800
20111028,23050,23050,22750,22820
20111031,22400,22700,22350,22510
20111101,22110,22120,21450,21690
20111102,21920,21960,21560,21930
20111103,21520,22400,21510,22320
20111104,22380,22430,21940,22100
20111107,21900,22070,21630,21900
20111108,21920,22460,21920,22160
20111109,22400,22410,21470,21810
20111110,21420,21980,21420,21720
20111111,21800,22200,21670,22120
20111114,22220,22310,21890,22010
20111115,21810,22080,21630,21980
20111116,21840,22160,21790,21990
20111117,21800,21950,21440,21740
20111118,21520,21790,21520,21630
20111121,21410,21430,20860,20960
20111122,21100,21130,20750,20850
20111123,20600,20830,20470,20600
20111124,20630,20720,20310,20450
20111125,20400,20750,20230,20650
20111128,21010,21420,20790,21370
20111129,21300,21580,21200,21540
20111130,21330,22450,21320,22240
20111201,22360,22420,22150,22200
20111202,22350,22580,22310,22390
20111205,22510,22670,22430,22590
20111206,22400,22690,22330,22570
20111207,22740,22740,22330,22540
20111208,22610,22800,22370,22370
20111209,22280,22540,22280,22540
20111212,22300,22450,22200,22220
20111213,22130,22410,22090,22320
20111214,22150,22250,21930,21970
20111215,21930,22230,21930,22160
20111216,22200,22300,21910,22030
20111219,21860,22170,21860,21990
20111220,21950,22450,21880,22350
20111221,22490,22660,22200,22260
20111222,22410,22630,22390,22510
20111223,22710,22770,22640,22720
20111227,22870,22900,22690,22720
20111228,22750,22910,22590,22650
20111229,22590,22870,22550,22770
20111230,23020,23020,22810,22980
20120102,23020,23510,23000,23420
20120103,23560,23630,23290,23560
20120104,23530,23580,23380,23470
20120105,23500,23500,23220,23260
20120106,23420,23500,23190,23270
20120109,23200,23340,23090,23140
20120110,23320,23580,23280,23560
20120111,23530,23580,23300,23360
20120112,23440,23550,23240,23260
20120113,23440,23470,23040,23210
20120116,23190,23510,23160,23460
20120117,23540,23740,23400,23630
20120118,23600,23740,23480,23630
20120119,23780,23890,23640,23880
20120120,23930,23930,23750,23780
20120123,23800,23950,23760,23830
20120124,23830,23830,23620,23810
20120125,23890,23890,23500,23620
20120126,23840,23890,23650,23880
20120127,23780,23890,23600,23640
20120130,23530,23540,23380,23440
20120131,23550,23670,23520,23590
20120201,23660,24010,23650,23940
20120202,24010,24020,23880,23950
20120203,24020,24350,23790,24320
20120206,24320,24350,24170,24320
20120207,24350,24400,24120,24270
20120208,24300,24410,24170,24180
20120209,24300,24380,24130,24210
20120210,24210,24210,23940,24020
20120213,24170,24230,24100,24180
20120214,24160,24260,24060,24190
20120215,24390,24390,24250,24300
20120216,24180,24420,24090,24330
20120217,24500,24550,24400,24420
20120220,24550,24610,24520,24540
20120221,24530,24600,24420,24480
20120222,24550,24560,24200,24280
20120223,24240,24370,24140,24240
20120224,24280,24360,24210,24240
20120227,24190,24270,24050,24250
20120228,24220,24340,24110,24260
20120229,24310,24430,24160,24200
20120301,24190,24560,24150,24450
20120302,24500,24540,24400,24470
20120305,24370,24460,24280,24350
20120306,24330,24330,23670,23870
20120307,23850,23940,23850,23940
20120308,24330,24330,24330,24330
20120309,24480,24480,24430,24440
20120312,24360,24440,24310,24380
20120313,24530,24820,24530,24820
20120314,24970,25050,24890,24920
20120315,24830,25020,24830,24940
20120316,24980,25110,24980,25030
20120319,25010,25070,24930,25050
20120320,24930,24950,24750,24770
20120321,24870,24940,24660,24790
20120322,24680,24700,24430,24480
20120323,24500,24540,24210,24440
20120326,24470,24640,24360,24580
20120327,24730,24810,24450,24460
20120328,24440,24480,24060,24240
20120329,24130,24230,23860,23920
20120330,24050,24150,23960,24130
20120402,24160,24600,24040,24500
20120403,24490,24550,24140,24250
20120404,24230,24230,23760,23770
20120405,23870,23900,23620,23830
20120410,23500,23690,23120,23310
20120411,23270,23520,23230,23400
20120412,23470,23650,23240,23600
20120413,23580,23580,23220,23240
20120416,23220,23590,23120,23440
20120417,23390,23880,23390,23850
20120418,23810,23920,23710,23780
20120419,23930,23970,23640,23670
20120420,23670,23880,23610,23810
20120423,23700,23720,23310,23390
20120424,23470,23610,23370,23600
20120425,23640,23800,23630,23730
20120426,23760,23880,23540,23710
20120427,23660,23940,23560,23860
20120430,23990,23990,23720,23750
20120502,24050,24100,23640,23740
20120503,23870,24060,23640,23740
20120504,23670,23800,23370,23440
20120507,23240,23670,23090,23630
20120508,23630,23630,23180,23220
20120509,23320,23360,22940,23200
20120510,23340,23440,23080,23360
20120511,23240,23480,23070,23450
20120514,23200,23220,22920,23100
20120515,23100,23220,22830,22900
20120516,22800,22980,22660,22800
20120517,22830,22900,22410,22540
